id	bloque (no traducir)	titulo	cuerpo	enlace
214	Democracia Social	Jabetza Intelektualari buruzko lege berria	"Herritarren ordezkariak, jabetza intelektualaren eskubideen titularrak, kultur industriak eta teknologia-enpresak bilduko ditugu, itun sozial berri bat lortzeko eta sustatzeko. Itun horren helburua izango da sortzaileak, bitartekariak eta herritarrak gerturatzea, euren interes sozialak orekatzea eta jabetza intelektualaren sistema zuzenago, jasangarriago eta bidezkoago bat eratzea. Beharrezkoa da zigorrean oinarrituta dagoen gaur egungo bidea alde batera uztea; izan ere, ikusi da ez dela eraginkorra herritarrek kultura eskuratzea, kultura ondasun komun gisa balioestea, kultura zabaltzeko eredu-aniztasuna sustatzea eta sektorearen iraunkortasuna bermatzea ahalbidetuko dituen egoera bat sortzeko, ez eta, Europan indarrean dagoen araudia kontuan hartuta, gure kultura-  eta teknologia-errealitatera egokitzeko ere.

Egileak, interpretatzaileak eta jabetza intelektualaren eskubideen titularrak diren gainerakoak obren eta kultur edukien sortzailetzat hartuko dira, eta malgutasuna sustatuko da kultura zabaltzeko ereduetan eta sortzaileen autonomian.

Azkenik, berriro ere botere judizialak izango du soilik eskumena erabakitzeko informazioaren gizarteko zein webgunek eta zein zerbitzuk urratzen duten jabetza intelektualari eta haren ondorioei buruzko araudia, eta desegin egingo dugu Sinde-Wert izeneko legeak oraingo Hezkuntza, Kultura eta Kirol Ministerioaren mendeko batzorde bati eman zion eskumena.

Printzipio horiek abiapuntutzat hartuta, Jabetza Intelektualari buruzko lege bat sustatuko da helburu hauekin:

-  Irakaskuntzaren eta ikerketaren arloan obra babestuak legez eta doan erabiltzeko aukera ematea, arauan ezarritako hezkuntza xedeetarako ilustrazio-muga zabalduz.

-  Aipuaren kontzeptua zabaltzea, gaur egungo testuingurura eta errealitatera egokitzeko.

-  Obra babestuetatik eratorritako obrak sortzeko legezko eta doako erabilera berriak ahalbidetzea, irabazi asmorik ez dagoenean.

-  Kopia pribatuaren kontzeptua zabaltzea; hala ere, egileentzako edo eskubideen titular diren gainerakoentzako konpentsazio-ordainketaren eredu egoki bat ezarri behar da, Europako zuzentarauek behartzen duten bezala.

-  Asociación de Editores de Diarios Españoles (AEDE) elkartearen edo «Google tasa»-ren kanona ezabatzea.

-  Diru publikoarekin finantzatutako obra berriak irabazi asmorik gabe zabaltzea eta horiek legalki eta doan eskuratzeko aukera ematea, denbora, bide eta formatu jakin batean eta lehen aldiz argitaratu zenetik denbora nahikoa igaro denean, amortizatu eta ustiatu dela ziurtatzeko, Plataforma de Cultura Abierta (PLACA) berriaren jarduerarekin bat etorriz.

-  Administrazio publikoan, lehentasuna ematea software libreari pribatuaren aldean, tresna libre baliokideak daudenean.

-  Lehendik dauden edo sortu berri diren eskubideak kudeatzeko erakundeek honako hau berma dezaten bultzada ematea: euren obrak lizentzia irekien edo libreen bitartez eskaini nahi dituzten titularrek dagozkien eskubide guztiak dituztela arauak uko egin ezinezkotzat jotzen dituen derrigorrezko kudeaketa kolektiboko eskubideei dagokienez. Halaber, eskubide horiek kudeatzen dituzten erakundeen jarduketa-eremua dinamizatzearen eta hura sortzeko legezko baldintzak malgutzearen alde egiten dugu. Horrez gain, kudeaketa arduratsua, gardentasuna eta barne-demokrazia ziurtatuko duten mekanismoak txeratzearen alde egiten dugu, baita tarifetan kontrolak ezartzearen alde ere, pixkanaka euren errepertorioak publiko bihurtzeko nahitaezkotasuna ezartzeko. 

-  Egiletzat jotzea kazetariak, eszena-zuzendariak eta antzerkiko eta ikus-entzunezkoetako diseinatzaileak, besteak beste.
"	http://lasonrisadeunpais.es/fb-share/programa/eu/214.html
215	Democracia Social	Kultura Digitala Zabaltzea eta Eskuratzea Sustatzeko Plan Eragilea	"Helburua da bermatzea herritarrek kultura eskuratzeko eskubidea dutela, sortzaileak babestuta daudela eta inguru digitalean kultur zabalpenaren ereduak iraunkorrak eta anitzak direla.

-  Kultur obrak eta edukiak legez eskuratzeko plataformak babestuko eta sustatuko ditugu eta herritarrei legezko alternatiba erakargarriak eskainiko dizkieten eredu berriak sustatuko ditugu. Plataforma horiek ez ditugu maila ekonomikoan soilik sustatuko; bitartekaritza-esparru bat ezarriko dugu obren hainbat ustiaketa-leihoen gaineko eskubideen titularren eta obrak legez eskuratzeko plataformen artean.

-  Adituen batzorde bat sortuko dugu, irabazi asmorik gabeko edukiak deskargatzea debekatzen duen eredu ez-eraginkorra gainditzeko. Hala, helburua da oreka bat lortzea herritarrek kultura doan eta libre eskuratzearen eta egileen, eskubideen titularren, kultur industrien eta teknologia-enpresen iraunkortasunaren artean. Adituen batzorde honetan eredu horiek ebaluatzeko eta aztertzeko konpromisoan parte hartzen duten eragile guztiak egongo dira ordezkatuta. Horiek, halaber, alternatibak bilatuko dituzte sortzaileek eta eskubideen gainerako titularrek euren ordainketa edo konpentsazioa jaso dezaten Interneten euren obrak erabiltzeko modu berriengatik.
"	http://lasonrisadeunpais.es/fb-share/programa/eu/215.html
216	Democracia Social	Kultura Eskura izateko eta Gozatzeko Plan Eragilea	"Jarduketa multzo bat zabalduko dugu, herritarrek kultur bizitzan parte hartzeko duen eskubidea (Konstituzioaren 9.2 eta 44.1 artikuluak) sustatzeko. Horretarako, zenbait tresna bultzatuko ditugu kultur ekintzak ezagutarazteko, zabaltzeko, herritarrek horiek eskura izateko eta horietan parte hartzeko. Kultura herritarren eskura jartzean, kultura benetan gozatu eta kritikatu daitekeen zerbait bilakatuko da. Ondareari dagokionez, hura kontserbatzea, ikertzea eta zabaltzea dira ezagutza horrek bizirik irauteko bermea. Publiko eta irakurle berriak sortu behar dira, ohikoak indartu behar dira eta parte-hartzea areagotu behar da kultur proposamenetan, gizarte demokratikoa eta aktiboa lortzeko. Kultura-sare egonkor eta iraunkor bat finkatzeko, ezinbestekoa da, halaber, publiko zabalago, inplikatuago eta leialago bat izatea. Beste neurri batzuen artean, eta Herritarrak Irakurleak izateko Plan Eragilearekin eta Ikus-entzuleen Eskolarekin elkarlanean, plan honek helburu hauek izango ditu.

-  Liburutegiak ikuspegi sozial (publikoak eta eskoletakoak) eta zientifiko batetik (unibertsitate-  eta ondare-liburutegiak) babestea. Horretarako, funts berriak erostea sustatuko da, liburu elektronikoak maileguan hartzeko plataforma publiko bat sortuko da eta ekipamenduak modernizatuko dira.

-  Kultur edukien presentzia areagotzea RTVEren kate guztietan, lurralde guztien kultura-  eta hizkuntza-aberastasuna ezagutzea sustatuko duen ikuspuntu anitz batekin.

RTVEren La 2 kateari izaera erabat kulturala emango zaio, arte-sorkuntzaren ezagutza dinamiza dezan eta eduki espezifikoak eta lurraldeetara egokitutakoak eman ditzan. Ildo horretatik, elkarlana sustatuko dugu Arte Europako kultur katearekin, bai eta nazioarteko beste zabalpen-  eta ekoizpen-talde batzuekin ere.

-  Eszena-ekoizpen anitzak zabaltzea, gure lurraldeko sareak eta erakusketa-eremuak dinamizatuz, egokituz eta eguneratuz.

-  Besteak beste, Musikaren Hedapenerako Zentro Nazionalaren eta Antzerkiaren Dokumentazio Zentroaren baliabideak eta egitasmoak eguneratzea eta hobetzea.

-  Hezkuntza-komunitateari dagokionez, kulturarekin, arte-jarduerekin eta sormenarekin lotutako materiala areagotzea eta irudiekin, ikus-entzunezkoekin, musikarekin eta antzerkiarekin lotutako ezagutza eta gaitasunak sustatuko dituzten materiala sortzea, prestakuntza arautuan txertatzeko (Haur Hezkuntza, Lehen Hezkuntza, Bigarren Hezkuntza eta Batxilergoa).

-  Hainbat arte-diziplinatan aritzen diren elkarteak eta taldeak sustatzen dituzten egitasmoak gauzatzea.
"	http://lasonrisadeunpais.es/fb-share/programa/eu/216.html
217	Democracia Social	Herritarrak Irakurleak izateko Plan Eragilea	"Herritarrak Irakurleak izateko Plan Eragilearen helburua da irakurketa-indizeak areagotzea adin guztietan eta, bereziki, haurrengan eta gazteengan. Plan eragile honek lehendik dauden egitasmoak koordinatuko ditu eta beste egitasmo batzuekin elkartuko ditu, eredu espezifiko batean. Proiektu-sare batek osatuko du eredu hori. Parte-hartze, balorazio-  eta azterketa-proiektuak izango dira, eta tokiko eta autonomia-erkidegoetako administrazioekin elkarlanean egingo dira, hala eskoletan, institutuetan, ikastetxeetan, unibertsitateetan eta goi mailako arte-zentroetan nola, oro har, herritarren artean. Tresnak sortuko ditu honako hauetarako: eskola-liburutegiak sustatzeko eta profesionalizatzeko; bitartekariak sortzeko irakasleak prestatzeko zentroen bitartez eta Irakasle eta Pedagogia Graduaren bitartez; egileek, ilustratzaileek eta editoreek irakaskuntza-zentroetako jardueretan parte hartzeko; telebista eta irrati publikoetan irakurketarekin sentsibilizatzeko komunikazio politikak ateratzeko eta liburuen sarea berreskuratzeko eta modernizatzeko gailuak sortzeko.
"	http://lasonrisadeunpais.es/fb-share/programa/eu/217.html
218	Democracia Social	Ikus-entzuleentzako Eskola	"Ikus-entzuleentzako Eskola kultura-bitartekaritzarako sistema espezifiko bat izango da, eta edozein arte eta kultur adierazpenen inguruko prestakuntza emango die herritarrei.

Ikus-entzuleentzako Eskola proiektu publikoa izango da, eta erakunde publiko eta pribatuek, fundazioek, elkarte publikoek, komunitate-sareek eta herritar partikularrek hartuko dute bertan parte. Eskola horrek garatu eta koordinatuko ditu antzerki-, dantza-, zinema-  eta musika-aretoetan, museoetan, kultur zentroetan, fundazioetan eta beste edozein kultur erakunde edo espaziotan hezkuntza-zerbitzu eta -sail espezifiko zein diziplinartekoak sustatzeko eta martxan jartzeko pentsatuta egiten diren irabazi asmorik gabeko egitasmo publiko eta pribatu guztiak. Era berean, bertako adituen bitartez, artea estimatzeko edukiak zabalduko ditu ikuskizunen sailean, erakustaldietan eta jaialdietan eskaintzen diren kultur proposamen jakinetan zentratutako analisi-  eta balorazio-saioak gauzatuz.
"	http://lasonrisadeunpais.es/fb-share/programa/eu/218.html
219	Democracia Social	Ikus-entzule aktiboak sortzeko kanpaina	"Errealitate mediatikoa ezagutzeko kanpainak sustatuko ditugu, herritarrek jakin dezaten zenbaterainoko garrantzia duten komunikabideek gizartearen funtzionamendu demokratikoan.

Herritarrek irabazi asmorik gabeko komunikabide publikoetan parte-hartze zuzena izan dezaten sustatuko dugu, edukiak kudeatzen zein prestatzen, honako hauen bitartez: plataforma digital interaktiboak, Kulturaren Behatokia, Gizarte Kontseilua, Erabiltzailearen Defendatzaile, hezkuntza-proiektuak eta abar. Alde horretatik, gizarte zibilarekin lan egiteko ildoak irekiko dira ikus-entzule pasiboen ideia gainditzeko eta ikus-entzuleek jarrera aktibo bat har dezaten, eztabaida anitza eta kalitatezko informazioa sortu dadin.
"	http://lasonrisadeunpais.es/fb-share/programa/eu/219.html
220	Democracia Social	Kultur Aniztasuna Sustatzeko Plan Eragilea	"Zenbait egitasmo jarriko ditugu martxan, arte adierazpenen aniztasuna, gure hizkuntzen eta kulturen aberastasuna, galtzeko bidean dauden adierazpenen kontserbazioa eta esplorazio-  eta ikerketa-proiektuen garapena sustatzeko. Horien helburua izango da gizarteari gaur egun dagoen kultur aniztasuna eskaintzea eta, era berean, gure sortzaileak babestea, aniztasuna defendatuz.
"	http://lasonrisadeunpais.es/fb-share/programa/eu/220.html
221	Democracia Social	Berdintasunaren aldeko Kultur Plan Eragilea	"Koordinazio-unitate bat sortuko dugu Berdintasuneko Estatu Idazkaritzaren eta Kultura Ministerioaren artean, kulturaren sektorerako. Eginkizun hauek izango ditu:

-  Genero-berdintasuna sustatzea, kulturaren kudeaketan eta kultur jardueretan emakumeak egon daitezen bermatuz, jendaurrean zein atzean.

-  Saihestea administrazio publikoek emakumeak objektu gisa erabiltzen dituzten eta estereotipo sexualak zein irudi sexistak nahiz diskriminatzaileak indartzen dituzten proiektuak finantzatzea.

-  Emakume etorkinek, ijitoek eta dibertsitate funtzionala dutenek parte hartzen duten kultur jarduerak sustatzea, emakume horiek bizitza publikoan parte hartzeko aukera izan dezaten.

-  Genero-ikuspegia duten eta emakumeek sortutako kultur jarduerak sustatzea. Horrez gain, emakumeek egindako arteari garrantzia eta ikusgarritasuna ematea , eta artelan horiek museoetan eta antzeko zentroetan erakustea.

-  Komunikabideetan emakumeak eta gizonak berdintasunez eta modu ez sexista batean irudikatzea, bai eta emakume gehiago eta emakume desberdinak irudikatzea ere, komunikabideetan agertu ohi diren estereotipoez harago.
"	http://lasonrisadeunpais.es/fb-share/programa/eu/221.html
222	Democracia Social	Kulturaren Arloko Gizarteratze Plan Eragilea	"Kultura-forma eta jarduera guztiak ikusgarri egiteko eta denei balioa emateko, migrazioaren kultur egoera desberdinak, haurren, gazteen eta hirugarren adinekoen arte-adierazpenak eta ezintasunen bat duten pertsonek kulturaz gozatzea eta kultura sortzea sustatuko ditugu.
"	http://lasonrisadeunpais.es/fb-share/programa/eu/222.html
223	Democracia Social	Espainian Ekoitzitako Kultura Nazioartekotzeko Plan Eragilea	"Kultura nazioartekotzea ardatz garrantzitsua izango da, kultura gizarte-kohesiorako eta nazioarteko lankidetzarako tresna bihurtzeko eta motor ekonomiko izateko. Hala, leku geografikoak merkatu-nitxo ez ezik interes sozial handiko kulturgune gisa erabiliko dira. Estatu espainiarrean ekoitzitako kultura atzerrian ezagutarazten badugu, hainbat helburu lortuko ditugu:

-  Espainia kultura sortzeko gune garrantzitsu bat dela helaraztea.

-  Kultur eragileen arteko ezagutza-  eta esperientzia-trukea areagotzea.

-  Gure kulturak atzerrian duen eragina eta ikusgarritasuna areagotzea eta haren eskuragarritasuna eta kontsumoa sustatzea.

-  Atzerriko inbertsioak Estatu espainiarrean sortzen eta egiten diren kultur proiektuetara erakartzea.

Kulturaren profesionalei, elkarteei, kooperatibei eta enpresei kulturgunearen errealitatea nazioartekotzen eta zabaltzen laguntzeko, bitartekaritza-bulego bat jarriko dugu martxan; «EsCultura» zigiluarekin egingo du lan. Zigilu horren abaroan, bulegoak ekintza koordinatu eta bateratu bat ezarriko du arte-adierazpen guztien kultur eragile guztiei laguntzeko eta atzerriko funts eta diru-laguntzak eskuratzeko erraztasunak emateko; horren bidez, asmoa da etengabeko presentzia bermatzea nazioarteko kultur foroetan.

Bertako kultura-sare aberats eta pluralaren erakusgarri diren proiektu txiki, ertain eta handiak atzerrian zabaltzen ahaleginduko gara, trukeen, diru-laguntzen, biren, ekitaldien, jaialdien, erakusketen, topaketen, pitching-en (aurkezpenak), eta teknologia-klusterren bitartez.

Bitartekaritza-bulego gisa, EsCulturak gaur egun erakunde oso desberdinek gauzatzen dituzten kultur ekintzak koordinatuko ditu; hauek dira erakundeak: Instituto Cervantes, Agencia Española de Cooperación Internacional para el Desarrollo (AECID), Acción Cultural Española, Institut Ramón Llull, Institut d’Estudis Baleàrics, Industria Ministerioa, Instituto Español de Comercio Exterior, Estatuko kultur zentroak, atzerriko enbaxada espainiarrak eta Fundación Carolina.
"	http://lasonrisadeunpais.es/fb-share/programa/eu/223.html
224	Democracia Social	Ondare Helmugen Sarea	"Kulturaren eta ondarearen (materiala eta ez-materiala) balioak sustatuko ditugu, Ondare Helmugen Sare bat sortuz. Unescoren Munduko Ondarearen Zerrendan dauden Estatuko baliabide guztiak bilduko ditu sare horrek.

Halaber, ondare-ondasunak, kulturalak eta ingurunearenak, aktiboki eta pasiboki babesteko neurriak hartuko ditugu. Horretarako, ondasun horiek erabiltzeko eta kudeatzeko planak ezarriko ditugu, horiek zaintzeko exijentziekin bat etorriz.
"	http://lasonrisadeunpais.es/fb-share/programa/eu/224.html
225	Democracia Política	Hauteskunde-programak ez betetzeagatik baliogabetzea	"Hauteskunde-programak herritarrekin egiten diren kontratuak dira. Hori dela eta, Podemos-Ahal Duguk gutxieneko kontratu-konpromiso batzuk ezartzen ditu, eta, betetzen ez badira, hauteskundeak deituko ditu.

Hala, agintea hartzen denetik bi urtera, behin-behineko batzorde bat jarriko da martxan Diputatuen Kongresuan, eta bertan hauteskunde-programa zenbateraino bete den aztertuko da. Batzorde horrek sei hilabetez jardungo du gehienez ere, eta egindako lanaren ondorioak Ganberaren Osoko Bilkurari aurkeztuko dizkio.

Hauteskunde-programan adierazitako funtsezko zerbait betetzen ez bada, baliogabetze-prozesu bat abiatu ahalko da. Horretarako, ekimenak 158 diputaturen babesa eta estatuko hautesle-erroldaren % 15en sinadura (behar bezala ikuskatutakoak) izan behar ditu.

Bi baldintza horiek betetzen badira, erreferendum bat egingo da, eta herritarrei galdetuko zaie ea hauteskundeak egitea nahi duten alderdiak programa bete ez duelako.

Erreferendumaren emaitza “bai” bada, Gobernuko presidenteak hauteskundeak deituko du gehienez ere 30 eguneko epean.
"	http://lasonrisadeunpais.es/fb-share/programa/eu/225.html
226	Democracia Política	Kargu publikoak baliogabetzea, Herri Ekimen Legegilea, Herriak Betoa Jartzeko Ekimena eta Erabakitzeko Prozesu Herrikoien Ekimena: guztion demokrazia.	"Araudi-esparru bat garatuko dugu, herritarren ahotsak erakundeetan sartzeko egitasmoak errazte aldera, eta herriaren jakinduria eta iritziak txertatuko ditugu parlamentuko eztabaidetan, partaidetza-tresna inklusiboen bitartez.

-  Herri Ekimen Legegilea (HEL). Ezabatu egingo ditugu egungo oztopoak: esaterako, ekimena aurkezteko ezartzen diren baldintza zorrotzak eta parlamentuko eztabaida falta.

-  Erabakitzeko Prozesu Herrikoien Ekimena. Herri-ekimen batek eskatuta, herritarrek erabakitzeko prozesu bat (aurrekontu parte-hartzaileak, eremu publikoen erabilera, etab.) irekitzeko balio du.

-  Herriak Betoa Jartzeko Ekimena. Demokrazia zuzenerako tresna bat da, eta herritarrak arau batzuen aurka daudela adierazteko balio du, arau horiek zuzenean eragiten dienean.

-  Herri Galdeketaren Ekimena. Jendeari aukera ematen dio dagokion eskumenaren arloan galdeketa bat abiatzeko.

-  Herriak Eskatuta Kargutik Kentzeko Ekimena. Ordezkatzen gaituzten pertsonek zilegitasuna galtzen dutenean jartzen da martxan.
"	http://lasonrisadeunpais.es/fb-share/programa/eu/226.html
227	Democracia Política	Eztabaida demokratikorako parlamentuaren araudiak	"Estatuko ganbera orokorretako parlamentuaren araudiak gardentasunerako, herritarren parte-hartzerako eta erakunde horiei kontuak emateko tresna bihurtuko ditugu. Araudien aldaketak oinarrizko hiru alderdi hauetan egingo dira:

-  Indar handiagoa herritarrentzat: gizarte zibilak legegintza-prozesuan parte hartzea. Erabakitzeko espazio mistoak sortuko ditugu legegintza-izapideak irauten duen bitartean, eta ordezkari politikoek, teknikariek eta herritarrek hartuko dute parte bertan. Herritarren aulkia txertatuko dugu.

-  Parlamentuko jarduera guztiak gardentasunaren eta kontrol politikoaren printzipioei jarraikiz egingo dira.

Web tresnak sortuko ditugu, ganberetan egiten den lana gardenagoa izan dadin.

-  Ganberetako organoetan, parlamentuko talde guztiek jarduteko ahalmen bera eta oinarrizko eskubide berak izango dituzte. Aniztasun politikoa da gizartearen aniztasun eta pluraltasunaren erakusle garbia.
"	http://lasonrisadeunpais.es/fb-share/programa/eu/227.html
228	Democracia Política	Berdintasun politikoa: hauteskunde-sistemaren erreforma	"Aldatu egingo dugu Diputatuen Kongresurako hauteskunde-sistema. Horretarako, autonomia-erkidegoetako barrutia ezarriko dugu diputatuak izendatzeko lurraldeko gune bakartzat, eta batez besteko altuenaren formulak erabiliko ditugu herritar guztien botoek pisu bera izango dutela bermatzeko. Autonomia-erkidego bakoitzeko diputatuak autonomia-erkidego bakoitzaren pisu demografikoaren arabera banatuko dira.

Herritarren eztabaida zabal bat irekiko dugu hauteskunde-sistemaren gainerako elementuei buruz.
"	http://lasonrisadeunpais.es/fb-share/programa/eu/228.html
229	Democracia Política	Lurralde-eredu berria, bost kontzeptu-ardatzetan oinarrituta	"Lurralde-eredu berri bat ezarriko dugu, kontzeptu-ardatz hauetan oinarrituta:

-  Gobernantza demokratiko eta inklusibo berri bat eraikitzea.

-  Autonomia-, subsidiariotasun-, eraginkortasun-  eta erantzukizun-printzipioak eta kontrol demokratikoaren printzipioa.

-  Esparru lokala, ongizate-estatura hurbiltzeko gakoa.

-  Eraginkorrak ez diren maila instituzionalak murriztea.

-  Finantzaketa-sistema bidezkoa eta nahikoa, oinarrizko zerbitzu publikoak bermatzeko.

Probintzietako diputazioetan (eta baliokideetan):

-  Probintzietako diputazioen eskumenak eta baliabideak pixkanaka geure gain hartzea, konstituziotik guztiz kendu arte.

-  Autonomia-erkidegoek koordinatzea probintzietako diputazioek gaur egun dituzten funtzioak.

Udalerrietan:

-  Udalerriei itzultzea gizarte-ongizatearen arloko eskumenak.

-  Finantzaketa-sistema berrikustea.

-  Tokiko herri-galdeketak egiteko Ministroen Kontseiluak emandako baimena kentzea.

Metropoli-eremuetan eta eskualdeetan:

-  Metropolia aintzat hartzea eta antolatzea, gertutasun-harremanetatik eratorritako zerbitzu bateratuak elkarrekin kudeatzeko eta kudeaketa demokratikoki kontrolatzeko.

-  Baliabideak udalerrika esleitzea, estatuak nahikoa ekarpen egingo duelako bermearekin.
"	http://lasonrisadeunpais.es/fb-share/programa/eu/229.html
230	Democracia Política	Alderdi politikoetako exekuzio-organoen buru izateko hautagai guztiak hauteskunde primarioetara aurkezteko legezko betebeharra	"Alderdi politikoak legez behartuta egongo dira euren exekuzio-organoen buru izateko hautagai guztiak primarioetara aurkezteko.

Hauteskunde-batzorde zentralak parte hartzeko sistema telematiko bat eta aurrez aurreko bat antolatuko du, epe jakin batean jendeak nahi duen alderdiko aurre-hautagaia bozkatu ahal izan dezan.
"	http://lasonrisadeunpais.es/fb-share/programa/eu/230.html
231	Democracia Política	Erregututako botoa baliogabetzea eta bertakoek atzerrian bozkatzeko eskubidea izatea erraztuko duen hauteskunde-lege bat sortzea	"Hauteskunde-prozesua bi astetik lau astera luzatuko dugu; beraz, denbora gehiago egongo da boto-txartelak bidaltzeko. Kendu egingo dugu erregututako botoa, baita Atzerrian bizi diren Egoiliarren Hauteskunde Errolda (AEHE) bost urtean behin automatikoki eta aldizka eguneratzea ere. Kanpoko barruti bat sortuko dugu, emigranteei ahotsa emateko eta haien eskaerak bideratzeko. Posta bidezko botoaren prozedura bakarra aldatu eta prozedura misto bat sortuko dugu. Atzerrian dauden egoiliarrei aukera emango diegu Aldi baterako Atzerrian bizi diren Egoiliar Hautesleen (AAEH) erregistroan izena emateko. Udal-botoa emateko eskubidea luzatuko diegu udalerritik kanpo bost urte baino gutxiago daramaten egoiliarrei. Izapide kontsularrak bitarteko telematikoen bidez egiteko aukera emango dugu, eta ordutegi kontsularrak aldatuko dugu, izapideak egiteko erraztasunak emate aldera. Estatuak hauteskundeei buruz ematen duen informazioa hobetuko dugu. Atzerriko kanpainak arautuko ditugu.
"	http://lasonrisadeunpais.es/fb-share/programa/eu/231.html
232	Democracia Política	Konstituzio Auzitegia despolitizatzea	"Despolitizatu egingo dugu Konstituzio Auzitegia, bi erreforma hauen bitartez:

-  Izendapenak egiteko sistema berri bat ezarriko dugu, «baztertze-kuota» izenekoaren bitartez: izendapenak negoziatzeko, lehenik eta behin Konstituzio Auzitegia osatzeko teknikoki kalifikatuta dauden pertsona guztien zerrenda zabal bat egingo da. Proposamen hori egin ondoren, alderdi bakoitza joan ahal izango da, betiere zerrenda horretatik euren parlamentu-erakundearen arabera dagokion kuotaren proportzioari dagokion pertsona kopurua baztertzen badu. Hainbat baztertze-prozesuren ondoren, arbuio gutxien sortzen dutenak geldituko dira soilik. Ez ditu inork izendatuko, eta ez dute inorekin zorrik izango.

-  Indargabetu egingo dugu Konstituzio Auzitegiaren urriaren 3ko 2/1979 Lege Organikoa aldarazten duen Lege Organikoaren Proposameneko “espres erreforma”. Horren ondorioz, Konstituzio Auzitegiak ezingo du bere gain hartu agintaritza bati haren funtzioak kentzeko eskumena.
"	http://lasonrisadeunpais.es/fb-share/programa/eu/232.html
233	Democracia Política	Hautetsitako kargudunei pribilegioak kentzea 	"Kendu egingo ditugu hautetsitako kargudunen (diputatuak, senatariak) pribilegioak, hala euren funtzioak dituzten bitartean dituzten pribilegioak nola euren agintea amaitzean ematen zaizkienak. 

-  Jaitsi egingo ditugu Gorteetako hautetsien ordainsariak; inoiz ez dira Estatuko funtzionarioenak baino altuagoak izango.

-  Berrikusi egingo ditugu osagarri ekonomikoak: ordezkaritza-gastuak, eskuragarritasuna, kalte-ordainak, eta abar.

-  Beharrezko dietak eta joan-etorriak kontrolatzeko mekanismoak ezarriko ditugu.

-  Kendu egingo ditugu kargua amaitzeagatiko kalte-ordainak, indargabetu egingo ditugu parlamentari ohien «urrezko pentsio» esaten zaienak eta euren lan-eskubideak eta -betebeharrak gainerako langileek dituztenekin parekatuko ditugu.
"	http://lasonrisadeunpais.es/fb-share/programa/eu/233.html
234	Democracia Política	Administrazio Publikoa Profesionalizatzeko Legea	"Administrazio publikoak profesionalizatzea xede, honako alderdi hauek arautuko dituen lege bat onetsiko dugu:

-  Administrazio publikoetan lan egiten duten pertsonen independentzia bermatuko dugu. Horretarako, Konstituzioak biltzen dituen berdintasun-, meritu-  eta gaitasun-irizpideak hartuko ditugu kontuan, lanpostuetarako sarbidea, promozioa eta hornikuntza bidezkoagoak izan daitezen.

-  Amaiera emango diogu kargudun politikoek zuzenean esleitzen dituzten lanpostuak (izendapen askeko postu esaten zaie) neurrigabeki puzteari.

-  Promozio profesional bertikala eta horizontala sustatuko ditugu; horri esker, langileek lanpostuz aldatu ahal izango dute askatasun osoz eta, aldi berean, talde egonkorren aberastasun teknikoa bermatuko dugu. Taldeetako kideek lanerako prestakuntza eta esperientzia profesional zabala izango dute; gainera, ez dute postua utzi beharrik izango mailaz igotzeko.

-  Barneko promozio horizontala sustatuko dugu. Era horretan, kategoria bereko eta sail desberdinetako funtzionarioek aukera izango dute euren ibilbide profesionalean aldaketa hori egiteko.
"	http://lasonrisadeunpais.es/fb-share/programa/eu/234.html
235	Democracia Política	Goi-kargudunen kopurua murriztea	"Nabarmen murriztuko dugu goi-kargudunen kopurua, hala erakundeetan nola enpresa publikoetan. Gure helburua da honako hauek baino ez izatea goi-kargudunak: ministerioetako buruak edo antzekoak eta ministerio-ordeetako buruak edo antzekoak. Talde teknikoek zuzenduko dituzte zuzendaritza orokor edo idazkaritza orokor maila duten administrazio-unitateak; horretarako, zuzendaritzari loturiko lanpostuen zerrenda zehaztuko da. Erantzukizun maila altuena duten lanpostuak betetzeko pertsonarik egokienak aukeratu behar dira, eta, horretarako, ezinbestekoa da independentzia bermatuko duen eta berdintasuna, meritua eta gaitasuna kontuan hartuko dituen hornikuntza-sistema bat izatea.
"	http://lasonrisadeunpais.es/fb-share/programa/eu/235.html
236	Democracia Política	Sektore publikoko langileen eskubideak berreskuratzea	"-  Sektore publiko langileei bermatuko diegu azken urteetan austeritatearen izenean lapurtu dizkieten eroste-ahalmena eta eskubideak berreskuratuko dituztela.

-  Laneko eta familiako bizitza uztartzearekin, baimenen erregimenarekin, oporrekin eta erretiro-eskubideekin loturiko lan-eskubide guztiak berreskuratuko ditugu.

-  Azken lau urteetako sektore publikoko pentsioak berraztertuko ditugu, kotizazio-oinarri urriagoak izan baitituzte.
"	http://lasonrisadeunpais.es/fb-share/programa/eu/236.html
